1 16807 282475249 
1622647863 -1199696159 1578110407 
1878557649 613813847 -142118463 
-583191065 -576859983 -1544547209 
-422604639 1159739911 1187094929 
1381381783 -1709575295 499227175 
-1854966159 751367351 1027218017 
-1315318201 -356331695 -1682387241 
-2112649919 -812552601 1424436273 
352732407 1318695969 1291903623 
1964510481 2114049815 -1429199103 
1202762407 -1583287823 1298924855 
-288727583 668556999 803035857 
1836404567 816568513 1646487271 
37275569 -574737033 -223864927 
-106476793 1445902481 358037399 
285383297 -1041396953 -766857871 
616617399 -267460255 1626253127 
-735566255 -1746169897 -365925311 
286465895 -26041551 406316535 
-35996895 590574471 115713041 
-831105001 -1148105215 1083712423 
-1001608975 -2065209801 1944560865 
1828302791 2088972753 -1992585129 
-1518256191 -931096601 1920253617 
1318278775 -1424908639 298146823 
-1273180271 -813746025 -1453571711 
-405767129 679928945 -1342196041 
-1120622495 -870680505 -573670063 
528830679 1769886529 -460599193 
-1759569359 2062583543 1160561185 
2105345159 -1699464431 -1366173417 
-381455103 1270256807 -1076273167 
1479132983 517336033 1852899527 
-1125513007 -1461137065 1292347073 
827640039 -1252936271 124745591 
655107489 -1904579321 126609041 
1909340567 -1708726143 1886022951 
1529092977 -1618634825 -72650911 
-1273149113 -290073519 -477752873 
1996307009 -352616089 636260657 
-835704841 -1148204767 -589458041 
1468256785 -1890297321 -353985535 
-905181785 -616098063 406005815 
-963300639 1832866247 1477566417 
-42134953 507448769 -1113589273 
1372564657 424843383 2107092129 
1892056583 -142869103 -314295657 
442666881 1018912295 824332913 
-1001228105 41104993 -638117305 
-304207023 -1796353321 -1985142463 
-983420313 -1311045583 -1560885001 
-133967839 -1034606969 1683253521 
-507651305 2004534017 479753895 
1570098673 369330487 1109752289 
-1436245305 -1258637615 -1208462505 
271021249 -1906169113 -823221327 
-1791182473 -978046047 -1180070137 
720180369 853621655 1628386945 
767774503 1904314737 -278505033 
680263009 -22549689 -1035500975 
-457403433 411961409 348119911 
1105887025 -1975227913 -1853303007 
-1360808057 -400162799 382622743 
1174399489 -1537480793 -1916435215 
-1566905801 1753661665 1726018503 
983862737 156931159 432069569 
-996451353 -1280402767 -1943152009 
375503521 1780719623 1222585233 
866466967 -1523786367 612515879 
-482230159 -238994761 -990526367 
-483410873 1391581521 -2081270569 
-1700794559 2048169063 -585435599 
353962743 522116641 596199559 
167286545 -1618617065 225841409 
-1034528601 -1294582799 251218743 
280561633 -474725177 1343186129 
581162327 839598785 -2125755161 
-2029022799 254147447 -2036317791 
-2093698809 -128826735 -527417961 
498828417 33042727 1298331505 
-1671226441 783321953 1217301831 
-2032324527 596579799 -2031954367 
-1772075673 -1972605647 -730551305 
935716129 -1589257849 -255054319 
-320578025 -2065876991 -678966873 
331870961 -1407275977 297553633 
1641977287 1547385809 886314583 
1342613953 -445465113 -804157263 
790961271 762300577 98353671 
-532260463 715275927 29043585 
-1490738649 1994731121 -1068761929 
-1128508831 -272343481 1158252369 
1955780311 1414970689 178452071 
1356784689 1498893559 1920855073 
-1457952121 -1012873967 1877597975 
1664442113 1156594343 -140858895 
-888468169 1116771809 576710343 
-970452271 1894471511 1790120129 
303099623 364150705 -47497865 
567300001 -216280313 -1480888175 
47923095 -2010393983 -183954649 
650667377 779869623 -971433631 
-1714344121 1953947217 670930903 
2046534721 2010949479 930241329 
885059063 1715925793 -1140589689 
-1451860975 -1718198249 1602127361 
1804577703 -1521590031 -1128370633 
2050350305 1714960327 -187307567 
132749399 2031122369 673587175 
-554142031 -1976017289 2059523745 
1274143751 -172914799 1513832599 
-401770111 -861666265 604806257 
-1208828233 -1580801951 129302599 
-64670383 -288401193 1859226433 
2131581031 1160172081 -139358473 
-1440679391 1527090311 -917703919 
-622206697 817409281 -1402594137 
1675827185 -768028873 -1884544031 
1852278983 1329905873 718199127 
1914625729 1219645671 -1294111311 
-414417033 1329880481 291435783 
1898487441 566378903 1482694785 
251000103 900846449 766549943 
-1496995999 -93335225 -1022063535 
2047351255 -1445432767 -1053488793 
-2130949839 858337271 -720633567 
119414151 1243908625 -1528536553 
-1914448895 1752403367 2052640497 
1551511607 1509124833 2079185351 
1014274001 177936983 1289635265 
-1800044057 409167025 627548279 
-1235753823 1147340295 -1054820975 
1248871063 270780289 -1661016537 
582486641 1622507703 739602017 
855745095 -1337662639 2057820887 
-1575986879 -548160921 -235749327 
2015875319 2114455585 1095609991 
1392320785 1753604887 771750657 
12058279 800032241 -1400729289 
-1341410847 -808768825 593850065 
-665953449 5156033 758100711 
-1769317455 1435091319 -956535903 
-436332793 -1936077679 -985316457 
1180200577 1472124711 -1306574479 
570515895 -2001324703 1919578951 
-1430898095 -1582392361 -830914495 
2053729127 -1626720463 1470984695 
1008013089 -1969995897 181843985 
-1764858857 -938663423 -701272153 
-890815247 324137527 1760884961 
-1426097209 1796687313 -991388585 
-2089806911 857793511 -1269673295 
-2001542537 -1741557087 -147838969 
2056512401 -2092874601 838735233 
540395559 -1427670927 1117012663 
329776225 2041201735 -1721200303 
-1608753961 -1508694207 863378535 
-1891455439 1656361719 -1506601439 
1676791943 -1733210351 -1598167785 
319506689 1239802023 -1828719631 
-504868041 1538211809 1317719239 
2055871697 23715159 -851281215 
-947317529 -121943631 -807206025 
1090025889 2029598983 839842449 
1969505687 169131137 -681330393 
-737104015 -1821498441 602588001 
163648839 1666967633 653336023 
-1612837311 -1418080921 -912513743 
709735415 1398938913 1315332487 
596436497 -145463785 -973443071 
-1127263833 -822498575 1766175799 
1597671137 -76735033 -1195510831 
-1093525929 -725229119 191383015 
-356171599 1008346231 -665845599 
1817790983 1510674833 -1934735721 
94135169 1581820455 -191175055 
-443611977 276728417 -475077049 
-275759279 -416489769 853144897 
-2089517465 1427545137 1063802103 
-626908127 -890113401 -764838639 
194111255 -1747282175 -1880112473 
-975937039 -93711049 1251397089 
-223973689 -1934439727 773939031 
-1862645567 532575975 292566961 
-564640393 1966639009 -766485753 
-1719129967 -1172355177 1536494209 
-1780180185 -746185359 167175607 
811815265 -931940537 621123153 
-1848664105 -704193471 1550200679 
951194417 856290807 -755815647 
1519682439 -867757039 1316382743 
1068219905 608646055 -1097852687 
-430606793 -188476191 1966522311 
1567138257 -2141740969 -119558207 
629909479 -205771087 -945985929 
783421089 -1411486713 -1752809583 
-289978217 1123987841 1597475879 
936531057 -777664841 -627500959 
2031061063 -356782767 -673619753 
6603585 -682696601 2070841905 
