20.000000 -5.161984 2.313453
20.001000 -5.159671 2.312453
20.002000 -5.157359 2.311452
20.003000 -5.155048 2.310451
20.004000 -5.152738 2.309448
20.005000 -5.150429 2.308443
20.006000 -5.148121 2.307438
20.007000 -5.145814 2.306431
20.008000 -5.143508 2.305424
20.009000 -5.141203 2.304415
20.010000 -5.138899 2.303405
20.011000 -5.136596 2.302394
20.012000 -5.134294 2.301382
20.013000 -5.131994 2.300368
20.014000 -5.129694 2.299354
20.015000 -5.127395 2.298338
20.016000 -5.125097 2.297322
20.017000 -5.122800 2.296304
20.018000 -5.120504 2.295285
20.019000 -5.118210 2.294265
20.020000 -5.115916 2.293244
20.021000 -5.113623 2.292222
20.022000 -5.111331 2.291199
20.023000 -5.109041 2.290175
20.024000 -5.106751 2.289149
20.025000 -5.104462 2.288123
20.026000 -5.102175 2.287096
20.027000 -5.099888 2.286067
20.028000 -5.097603 2.285038
20.029000 -5.095318 2.284007
20.030000 -5.093035 2.282975
20.031000 -5.090752 2.281943
20.032000 -5.088471 2.280909
20.033000 -5.086190 2.279875
20.034000 -5.083911 2.278839
20.035000 -5.081633 2.277802
20.036000 -5.079355 2.276765
20.037000 -5.077079 2.275726
20.038000 -5.074804 2.274686
20.039000 -5.072530 2.273646
20.040000 -5.070257 2.272604
20.041000 -5.067985 2.271562
20.042000 -5.065714 2.270518
20.043000 -5.063444 2.269473
20.044000 -5.061175 2.268428
20.045000 -5.058907 2.267382
20.046000 -5.056640 2.266334
20.047000 -5.054374 2.265286
20.048000 -5.052109 2.264237
20.049000 -5.049846 2.263186
20.050000 -5.047583 2.262135
20.051000 -5.045321 2.261083
20.052000 -5.043061 2.260030
20.053000 -5.040801 2.258977
20.054000 -5.038543 2.257922
20.055000 -5.036285 2.256866
20.056000 -5.034029 2.255810
20.057000 -5.031774 2.254752
20.058000 -5.029520 2.253694
20.059000 -5.027266 2.252635
20.060000 -5.025014 2.251574
20.061000 -5.022763 2.250514
20.062000 -5.020513 2.249452
20.063000 -5.018264 2.248389
20.064000 -5.016017 2.247325
20.065000 -5.013770 2.246261
20.066000 -5.011524 2.245196
20.067000 -5.009279 2.244130
20.068000 -5.007036 2.243063
20.069000 -5.004793 2.241995
20.070000 -5.002552 2.240927
20.071000 -5.000311 2.239857
20.072000 -4.998072 2.238787
20.073000 -4.995834 2.237716
20.074000 -4.993597 2.236644
20.075000 -4.991361 2.235572
20.076000 -4.989125 2.234498
20.077000 -4.986892 2.233424
20.078000 -4.984659 2.232349
20.079000 -4.982427 2.231273
20.080000 -4.980196 2.230197
20.081000 -4.977966 2.229120
20.082000 -4.975738 2.228041
20.083000 -4.973510 2.226963
20.084000 -4.971284 2.225883
20.085000 -4.969059 2.224803
20.086000 -4.966834 2.223722
20.087000 -4.964611 2.222640
20.088000 -4.962389 2.221557
20.089000 -4.960168 2.220474
20.090000 -4.957948 2.219390
20.091000 -4.955729 2.218305
20.092000 -4.953511 2.217220
20.093000 -4.951295 2.216134
20.094000 -4.949079 2.215047
20.095000 -4.946865 2.213960
20.096000 -4.944651 2.212871
20.097000 -4.942439 2.211782
20.098000 -4.940228 2.210693
20.099000 -4.938018 2.209603
20.100000 -4.935809 2.208512
20.101000 -4.933601 2.207420
20.102000 -4.931394 2.206328
20.103000 -4.929188 2.205235
20.104000 -4.926983 2.204141
20.105000 -4.924780 2.203047
20.106000 -4.922577 2.201952
20.107000 -4.920376 2.200857
20.108000 -4.918175 2.199760
20.109000 -4.915976 2.198664
20.110000 -4.913778 2.197566
20.111000 -4.911581 2.196468
20.112000 -4.909385 2.195370
20.113000 -4.907190 2.194270
20.114000 -4.904997 2.193170
20.115000 -4.902804 2.192070
20.116000 -4.900612 2.190969
20.117000 -4.898422 2.189867
20.118000 -4.896233 2.188765
20.119000 -4.894045 2.187662
20.120000 -4.891857 2.186559
20.121000 -4.889671 2.185455
20.122000 -4.887487 2.184350
20.123000 -4.885303 2.183245
20.124000 -4.883120 2.182139
20.125000 -4.880938 2.181033
20.126000 -4.878758 2.179926
20.127000 -4.876579 2.178819
20.128000 -4.874400 2.177711
20.129000 -4.872223 2.176603
20.130000 -4.870047 2.175494
20.131000 -4.867872 2.174385
20.132000 -4.865698 2.173275
20.133000 -4.863526 2.172164
20.134000 -4.861354 2.171053
20.135000 -4.859184 2.169942
20.136000 -4.857014 2.168830
20.137000 -4.854846 2.167717
20.138000 -4.852679 2.166604
20.139000 -4.850513 2.165491
20.140000 -4.848348 2.164377
20.141000 -4.846184 2.163262
20.142000 -4.844021 2.162147
20.143000 -4.841860 2.161032
20.144000 -4.839699 2.159916
20.145000 -4.837540 2.158800
20.146000 -4.835382 2.157683
20.147000 -4.833224 2.156566
20.148000 -4.831068 2.155448
20.149000 -4.828914 2.154330
20.150000 -4.826760 2.153211
20.151000 -4.824607 2.152092
20.152000 -4.822456 2.150973
20.153000 -4.820305 2.149853
20.154000 -4.818156 2.148733
20.155000 -4.816008 2.147612
20.156000 -4.813861 2.146491
20.157000 -4.811715 2.145370
20.158000 -4.809570 2.144248
20.159000 -4.807426 2.143125
20.160000 -4.805284 2.142003
20.161000 -4.803142 2.140880
20.162000 -4.801002 2.139756
20.163000 -4.798863 2.138632
20.164000 -4.796725 2.137508
20.165000 -4.794588 2.136384
20.166000 -4.792452 2.135259
20.167000 -4.790317 2.134133
20.168000 -4.788184 2.133008
20.169000 -4.786051 2.131882
20.170000 -4.783920 2.130755
20.171000 -4.781790 2.129629
20.172000 -4.779661 2.128501
20.173000 -4.777533 2.127374
20.174000 -4.775406 2.126246
20.175000 -4.773280 2.125118
20.176000 -4.771156 2.123990
20.177000 -4.769032 2.122861
20.178000 -4.766910 2.121732
20.179000 -4.764789 2.120603
20.180000 -4.762669 2.119473
20.181000 -4.760550 2.118343
20.182000 -4.758432 2.117213
20.183000 -4.756315 2.116083
20.184000 -4.754200 2.114952
20.185000 -4.752085 2.113821
20.186000 -4.749972 2.112689
20.187000 -4.747860 2.111558
20.188000 -4.745749 2.110426
20.189000 -4.743639 2.109294
20.190000 -4.741530 2.108161
20.191000 -4.739423 2.107029
20.192000 -4.737316 2.105896
20.193000 -4.735211 2.104762
20.194000 -4.733107 2.103629
20.195000 -4.731004 2.102495
20.196000 -4.728902 2.101361
20.197000 -4.726801 2.100227
20.198000 -4.724701 2.099093
20.199000 -4.722603 2.097958
20.200000 -4.720505 2.096823
20.201000 -4.718409 2.095688
20.202000 -4.716314 2.094553
20.203000 -4.714220 2.093417
20.204000 -4.712127 2.092282
20.205000 -4.710036 2.091146
20.206000 -4.707945 2.090010
20.207000 -4.705856 2.088874
20.208000 -4.703767 2.087737
20.209000 -4.701680 2.086600
20.210000 -4.699594 2.085464
20.211000 -4.697509 2.084327
20.212000 -4.695425 2.083189
20.213000 -4.693343 2.082052
20.214000 -4.691261 2.080914
20.215000 -4.689181 2.079777
20.216000 -4.687102 2.078639
20.217000 -4.685024 2.077501
20.218000 -4.682947 2.076363
20.219000 -4.680871 2.075225
20.220000 -4.678796 2.074086
20.221000 -4.676723 2.072948
20.222000 -4.674650 2.071809
20.223000 -4.672579 2.070670
20.224000 -4.670509 2.069531
20.225000 -4.668440 2.068392
20.226000 -4.666372 2.067253
20.227000 -4.664306 2.066114
20.228000 -4.662240 2.064974
20.229000 -4.660176 2.063835
20.230000 -4.658112 2.062695
20.231000 -4.656050 2.061555
20.232000 -4.653989 2.060416
20.233000 -4.651929 2.059276
20.234000 -4.649871 2.058136
20.235000 -4.647813 2.056996
20.236000 -4.645757 2.055855
