1.570803 0.001410
1.570823 0.002814
1.570856 0.004209
1.570902 0.005597
1.570961 0.006977
1.571034 0.008348
1.571119 0.009710
1.571217 0.011063
1.571327 0.012406
1.571451 0.013739
1.571586 0.015061
1.571734 0.016372
1.571895 0.017672
1.572067 0.018961
1.572252 0.020237
1.572449 0.021501
1.572657 0.022753
1.572878 0.023991
1.573110 0.025215
1.573353 0.026426
1.573608 0.027623
1.573874 0.028805
1.574151 0.029972
1.574439 0.031124
1.574737 0.032260
1.575047 0.033380
1.575366 0.034484
1.575697 0.035572
1.576037 0.036642
1.576387 0.037695
1.576747 0.038730
1.577117 0.039748
1.577496 0.040747
1.577885 0.041727
1.578283 0.042688
1.578690 0.043631
1.579105 0.044553
1.579529 0.045455
1.579962 0.046338
1.580403 0.047199
1.580852 0.048040
1.581308 0.048860
1.581773 0.049657
1.582244 0.050434
1.582723 0.051188
1.583209 0.051919
1.583702 0.052628
1.584201 0.053314
1.584707 0.053976
1.585218 0.054615
1.585736 0.055230
1.586259 0.055820
1.586788 0.056386
1.587322 0.056928
1.587861 0.057444
1.588405 0.057935
1.588953 0.058400
1.589506 0.058840
1.590062 0.059253
1.590622 0.059639
1.591186 0.059999
1.591753 0.060333
1.592323 0.060638
1.592896 0.060916
1.593471 0.061167
1.594049 0.061389
1.594629 0.061583
1.595210 0.061749
1.595792 0.061886
1.596376 0.061994
1.596961 0.062072
1.597546 0.062121
1.598132 0.062140
1.598717 0.062129
1.599303 0.062088
1.599888 0.062016
1.600472 0.061914
1.601055 0.061781
1.601636 0.061616
1.602216 0.061420
1.602794 0.061193
1.603369 0.060933
1.603942 0.060642
1.604512 0.060318
1.605079 0.059962
1.605642 0.059572
1.606202 0.059150
1.606757 0.058695
1.607308 0.058207
1.607854 0.057685
1.608395 0.057129
1.608931 0.056539
1.609461 0.055915
1.609985 0.055257
1.610502 0.054564
1.611013 0.053837
1.611517 0.053074
1.612014 0.052277
1.612502 0.051444
1.612983 0.050575
1.613456 0.049671
1.613919 0.048731
1.614374 0.047755
1.614819 0.046743
1.615255 0.045695
1.615681 0.044610
1.616096 0.043488
1.616500 0.042330
1.616894 0.041134
1.617275 0.039901
1.617646 0.038631
1.618004 0.037323
1.618349 0.035978
1.618682 0.034595
1.619001 0.033174
1.619307 0.031715
1.619599 0.030217
1.619876 0.028682
1.620139 0.027107
1.620387 0.025494
1.620620 0.023842
1.620836 0.022152
1.621037 0.020422
1.621221 0.018653
1.621389 0.016844
1.621539 0.014996
1.621671 0.013109
1.621786 0.011182
1.621882 0.009215
1.621959 0.007208
1.622017 0.005161
1.622056 0.003074
1.622075 0.000946
1.622074 -0.001222
1.622052 -0.003430
1.622009 -0.005679
1.621945 -0.007969
1.621859 -0.010299
1.621751 -0.012670
1.621620 -0.015083
1.621466 -0.017536
1.621289 -0.020030
1.621089 -0.022566
1.620864 -0.025143
1.620614 -0.027762
1.620340 -0.030422
1.620041 -0.033124
1.619716 -0.035867
1.619365 -0.038652
1.618987 -0.041479
1.618583 -0.044347
1.618151 -0.047258
1.617692 -0.050210
1.617204 -0.053205
1.616689 -0.056241
1.616144 -0.059320
1.615570 -0.062441
1.614967 -0.065604
1.614334 -0.068810
1.613670 -0.072058
1.612975 -0.075348
1.612250 -0.078680
1.611492 -0.082055
1.610703 -0.085473
1.609881 -0.088933
1.609026 -0.092435
1.608138 -0.095980
1.607217 -0.099568
1.606261 -0.103198
1.605272 -0.106871
1.604247 -0.110586
1.603187 -0.114344
1.602091 -0.118145
1.600960 -0.121988
1.599792 -0.125874
1.598587 -0.129802
1.597345 -0.133773
1.596065 -0.137787
1.594748 -0.141843
1.593391 -0.145941
1.591997 -0.150082
1.590562 -0.154266
1.589089 -0.158492
1.587575 -0.162760
1.586020 -0.167071
1.584425 -0.171424
1.582789 -0.175819
1.581111 -0.180257
1.579391 -0.184737
1.577629 -0.189258
1.575824 -0.193822
1.573975 -0.198428
1.572083 -0.203076
1.570147 -0.207765
1.568167 -0.212496
1.566142 -0.217269
1.564071 -0.222083
1.561955 -0.226939
1.559793 -0.231836
1.557585 -0.236774
1.555330 -0.241754
1.553028 -0.246774
1.550678 -0.251836
1.548281 -0.256938
1.545835 -0.262080
1.543341 -0.267264
1.540797 -0.272487
1.538204 -0.277751
1.535562 -0.283055
1.532869 -0.288398
1.530125 -0.293782
1.527331 -0.299204
1.524485 -0.304667
1.521588 -0.310168
1.518639 -0.315709
1.515637 -0.321288
1.512582 -0.326906
1.509475 -0.332562
1.506314 -0.338256
1.503099 -0.343989
1.499830 -0.349759
1.496506 -0.355566
1.493127 -0.361411
1.489693 -0.367293
1.486204 -0.373212
1.482658 -0.379167
1.479056 -0.385158
1.475398 -0.391185
1.471683 -0.397248
1.467910 -0.403346
1.464080 -0.409479
1.460191 -0.415647
1.456245 -0.421850
1.452240 -0.428086
1.448175 -0.434357
1.444052 -0.440661
1.439869 -0.446998
1.435626 -0.453367
1.431323 -0.459769
1.426960 -0.466203
1.422535 -0.472669
1.418050 -0.479166
1.413503 -0.485694
1.408895 -0.492252
1.404224 -0.498840
1.399492 -0.505458
1.394697 -0.512105
1.389839 -0.518781
1.384918 -0.525485
1.379933 -0.532217
1.374886 -0.538976
1.369774 -0.545762
1.364598 -0.552575
1.359358 -0.559413
1.354053 -0.566277
1.348684 -0.573165
1.343249 -0.580078
1.337750 -0.587015
1.332184 -0.593975
1.326553 -0.600957
1.320857 -0.607962
1.315094 -0.614988
1.309264 -0.622035
1.303368 -0.629102
1.297406 -0.636190
1.291376 -0.643296
1.285280 -0.650420
1.279116 -0.657563
1.272885 -0.664723
1.266586 -0.671899
1.260220 -0.679091
1.253786 -0.686298
1.247284 -0.693520
1.240713 -0.700755
1.234075 -0.708003
